# Overhead  Command  Source Shared Object  Source Symbol                                         Target Symbol                                         Basic Block Cycles
     0.01%  wrk      [kernel.kallsyms]     [k] vxlan_get_route                                   [k] dst_cache_get_ip4                                 -                 
     0.01%  wrk      wrk                   [k] delay_request                                     [k] aeCreateFileEvent                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] select_estimate_accuracy                          [k] ktime_get_ts64                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_sk_perm                                        [k] aa_sk_perm                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __inet_lookup_established                         [k] tcp_v4_early_demux                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_entail                                        [k] tcp_sendmsg_locked                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                [k] tcp_rate_check_app_limited                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_rate_skb_sent                                 [k] tcp_rate_skb_sent                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] fib_validate_source                               [k] fib_validate_source                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                 [k] br_nf_pre_routing_finish                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_timer_base                                   [k] mod_timer                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_sk_perm                                        [k] _cond_resched                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                 [k] setup_pre_routing                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_put                                    [k] __ip_vs_conn_put_timer                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_reply4                                      [k] nf_hook_slow                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_file_perm                                      [k] aa_file_perm                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] release_sock                                      [k] _raw_spin_unlock_bh                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_ext_add                                       [k] br_nf_pre_routing                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_ext_add                                       [k] br_nf_forward_ip                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] netdev_core_pick_tx                               [k] netdev_pick_tx                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                            [k] lock_timer_base                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] nf_nat_ipv4_out                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_forward                                        [k] br_handle_frame_finish                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_rq_clock                                   [k] __schedule                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                    [k] update_cfs_group                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sk_page_frag_refill                               [k] skb_page_frag_refill                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_checksum                                    [k] __skb_checksum                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_ack_update_rtt.isra.0                         [k] tcp_ack_update_rtt.isra.0                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_wfree                                         [k] tcp_wfree                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_spin_unlock_bh                               [k] nf_conntrack_tcp_packet                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_sabotage_in                                    [k] nf_hook_slow                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_sabotage_in                                    [k] ip_sabotage_in                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_dev_queue_xmit                              [k] nf_bridge_update_protocol                         -                 
     0.01%  wrk      wrk                   [k] __errno_location@plt                              [k] __errno_location                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vfs_write                                         [k] ksys_write                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_scan_ready_list.constprop.0                    [k] __pm_relax                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_scan_ready_list.constprop.0                    [k] mutex_unlock                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] common_file_perm                                  [k] aa_file_perm                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] process_backlog                                   [k] net_rx_action                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_finish_output                                  [k] __cgroup_bpf_run_filter_skb                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_output                                         [k] ip_vs_nat_xmit                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_out                                         [k] ip_vs_reply4                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_rq_clock                                   [k] sched_clock_cpu                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get_ts64                                    [k] select_estimate_accuracy                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] select_estimate_accuracy                          [k] set_normalized_timespec64                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_push                                          [k] br_nf_dev_queue_xmit                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __copy_skb_header                                 [k] __skb_clone                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone                                         [k] __skb_clone                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] napi_schedule_prep                                [k] napi_schedule_prep                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] netdev_pick_tx                                    [k] netdev_core_pick_tx                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] iptunnel_handle_offloads                          [k] iptunnel_handle_offloads                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] ip_local_deliver                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                    [k] __ip_vs_get_out_rt                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] account_entity_dequeue                            [k] dequeue_entity                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                    [k] account_entity_dequeue                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_write                                       [k] new_sync_write                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_poll                                           [k] _raw_write_lock_irq                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_checksum                                    [k] csum_partial                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] napi_complete_done                                [k] napi_complete_done                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] bictcp_cwnd_event                                 [k] bictcp_cwnd_event                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _cond_resched                                     [k] aa_sk_perm                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_hook_thresh                                 [k] br_nf_pre_routing_finish                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_forward_ip                                  [k] skb_pull                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_vs_conn_put_timer                            [k] mod_timer                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_dnat_handler                                  [k] csum_partial                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc                                  [k] memset                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_write                                       [k] __vfs_write                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vfs_write                                         [k] __fsnotify_parent                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_recvmsg                                       [k] skb_copy_datagram_iter                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                [k] tcp_options_write                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                    [k] ktime_get                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] iptunnel_handle_offloads                          [k] vxlan_build_skb                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_vs_get_out_rt                                [k] __x86_indirect_thunk_rax                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __fdget_pos                                       [k] ksys_read                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                [k] _copy_from_iter_full                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __schedule                                        [k] deactivate_task                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rbx                          [k] br_forward_finish                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing_finish                          [k] skb_push                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_conntrack_tcp_packet                           [k] _raw_spin_unlock_bh                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                    [k] ip_vs_in.part.0                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __check_object_size                               [k] tcp_sendmsg_locked                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_free_head                                     [k] skb_free_head                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_pull                                          [k] br_nf_forward_ip                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_ext_del                                     [k] __skb_ext_del                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_rcv_core.isra.0                                [k] ip_rcv                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                [k] tcp_tx_timestamp                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_route_me_harder                                [k] xfrm_lookup                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __xfrm_decode_session                             [k] ip_route_me_harder                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] csum_partial                                      [k] __skb_checksum                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] interrupt_entry                                   [k] interrupt_entry                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_handle_frame_finish                            [k] br_nf_hook_thresh                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_bridge_update_protocol                         [k] br_nf_pre_routing_finish                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing_finish                          [k] nf_bridge_update_protocol                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_min_vruntime                               [k] update_curr                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                    [k] dequeue_entity                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] put_prev_entity                                   [k] put_prev_task_fair                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] pick_next_task_fair                               [k] pick_next_task_fair                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] mod_timer                                         [k] calc_wheel_index                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] prep_new_page                                     [k] clear_page_rep                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_free_head                                     [k] kfree                                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_write_lock_irq                               [k] ep_poll                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_conntrack_in                                 [k] nf_conntrack_in                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] reweight_entity                                   [k] reweight_entity                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_copy_datagram_iter                            [k] __skb_datagram_iter                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dst_cache_get_ip4                                 [k] dst_cache_per_cpu_get.isra.0                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] siphash_3u32                                      [k] __ip_select_ident                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] setup_pre_routing                                 [k] brnf_get_logical_dev                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] do_softirq.part.0                                 [k] do_softirq_own_stack                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sock_read_iter                                    [k] sock_read_iter                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sk_page_frag_refill                               [k] tcp_sendmsg_locked                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_ext_del                                     [k] __skb_ext_put                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_local_deliver                                  [k] nf_hook_slow                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                [k] tcp_send_mss                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __lock_text_start                                 [k] mod_timer                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                 [k] nf_hook_slow                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_out                                   [k] nf_nat_ipv4_fn                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_put                                    [k] ip_vs_conn_put                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] irq_enter                                         [k] rcu_irq_enter                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_item_poll.isra.0                               [k] ep_modify                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __alloc_skb                                       [k] kmem_cache_alloc_node                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_release_data                                  [k] skb_free_head                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone                                         [k] __tcp_transmit_skb                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_select_ident                                 [k] ip_idents_reserve                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                    [k] __tcp_transmit_skb                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] sock_write_iter                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing_finish                          [k] br_nf_hook_thresh                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] clear_buddies                                     [k] dequeue_entity                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] should_failslab                                   [k] kmem_cache_alloc_node                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                             [k] memset                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_from_iter_full                              [k] copyin                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dql_completed                                     [k] dql_completed                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_sock_nested                                  [k] tcp_recvmsg                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_push                                          [k] br_nf_pre_routing_finish                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_clone                                       [k] skb_clone                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_checksum_help                                 [k] skb_checksum_help                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_rate_check_app_limited                        [k] tcp_sendmsg_locked                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] memset                                            [k] kmem_cache_alloc                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_dnat_handler                                  [k] ip_vs_nat_xmit                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] record_times                                      [k] record_times                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_send_mss                                      [k] tcp_current_mss                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_small_queue_check.isra.0                      [k] tcp_write_xmit                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_route_me_harder                                [k] nf_nat_ipv4_local_fn                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ksoftirqd_running                                 [k] do_softirq.part.0                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                    [k] tcp_mtu_probe                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] pick_next_task_fair                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] put_prev_entity                                   [k] put_prev_entity                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] set_normalized_timespec64                         [k] select_estimate_accuracy                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __usecs_to_jiffies                                [k] tcp_schedule_loss_probe                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __slab_free                                       [k] kmem_cache_free                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] copyin                                            [k] copy_user_generic_string                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __pm_relax                                        [k] __pm_relax                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __alloc_skb                                       [k] __kmalloc_reserve.isra.0                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] pskb_expand_head                                  [k] ksize                                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_rcv                                            [k] nf_hook_slow                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                    [k] tcp_small_queue_check.isra.0                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] intel_pmu_disable_all                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] dequeue_task_fair                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] tcp_release_cb                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_in_window                                     [k] nf_conntrack_tcp_packet                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_curr                                       [k] cpuacct_charge                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] rcu_irq_enter                                     [k] irq_enter                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_to_iter                                     [k] copyout                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __pm_relax                                        [k] ep_scan_ready_list.constprop.0                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_push                                          [k] __tcp_push_pending_frames                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_release_cb                                    [k] release_sock                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_handle_frame                                   [k] __netif_receive_skb_core                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_forward_finish                              [k] br_nf_forward_finish                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_forward_ip                                  [k] skb_ext_add                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vxlan_build_skb                                   [k] vxlan_xmit_one                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] irq_enter                                         [k] irq_enter                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] rcu_irq_enter                                     [k] rcu_irq_enter                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __kmalloc_reserve.isra.0                          [k] pskb_expand_head                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_datagram_iter                               [k] simple_copy_to_iter                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                [k] skb_clone                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                    [k] ip_send_check                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] perf_pmu_disable.part.0                           [k] __x86_indirect_thunk_rax                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                             [k] should_failslab                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_page_frag_refill                              [k] sk_page_frag_refill                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __kmalloc_reserve.isra.0                          [k] __kmalloc_reserve.isra.0                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_hook_slow                                      [k] br_nf_pre_routing                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_schedule_loss_probe                           [k] __usecs_to_jiffies                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                [k] __tcp_select_window                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing_finish                          [k] br_nf_pre_routing                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                    [k] ip_vs_update_conntrack                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                    [k] clear_buddies                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] hrtimer_try_to_cancel                             [k] schedule_hrtimeout_range_clock                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_free                                   [k] __slab_free                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] new_sync_write                                    [k] iov_iter_init                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] netif_rx_internal                                 [k] netif_rx                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_tx_timestamp                                  [k] tcp_tx_timestamp                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_tx_timestamp                                  [k] tcp_sendmsg_locked                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                [k] tcp_push                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_mstamp_refresh                                [k] ktime_get                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_fdb_update                                     [k] fdb_find_rcu                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vxlan_xmit_one                                    [k] udp_tunnel_xmit_skb                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] pick_next_task_fair                               [k] newidle_balance                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                             [k] __alloc_skb                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] new_sync_write                                    [k] __x86_indirect_thunk_rax                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] simple_copy_to_iter                               [k] _copy_to_iter                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] netif_rx                                          [k] veth_xmit                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                          [k] tcp_current_mss                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_select_window                               [k] __tcp_select_window                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __schedule                                        [k] __perf_event_task_sched_out                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] ip_queue_xmit                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_ct_seq_offset                                  [k] tcp_in_window                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_in.part.0                                   [k] ip_vs_conn_put                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_task_fair                                 [k] hrtick_update                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] enqueue_to_backlog                                [k] netif_rx_internal                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_current_mss                                   [k] tcp_established_options                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_push_pending_frames                         [k] tcp_write_xmit                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_release_cb                                    [k] tcp_release_cb                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                          [k] x86_pmu_disable                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_curr                                       [k] update_min_vruntime                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __check_object_size                               [k] __check_heap_object                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] rw_verify_area                                    [k] vfs_write                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_modify                                         [k] __x64_sys_epoll_ctl                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_rcv_core.isra.0                                [k] __x86_indirect_thunk_rax                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_small_queue_check.isra.0                      [k] tcp_small_queue_check.isra.0                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_chrono_start                                  [k] skb_entail                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_mtu_probe                                     [k] tcp_write_xmit                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] schedule_hrtimeout_range                          [k] ep_poll                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] do_softirq_own_stack                              [k] __softirqentry_text_start                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_conntrack_udp_packet                           [k] nf_conntrack_in                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                    [k] nf_nat_ipv4_out                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] deactivate_task                                   [k] __schedule                                        -                 
     0.00%  wrk      [kernel.kallsyms]     [k] vfs_write                                         [k] __vfs_write                                       -                 
     0.00%  wrk      [kernel.kallsyms]     [k] iov_iter_init                                     [k] new_sync_write                                    -                 
     0.00%  wrk      [kernel.kallsyms]     [k] simple_copy_to_iter                               [k] __check_object_size                               -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_list_rcv                                       [k] ip_list_rcv                                       -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_queue_xmit                                     [k] __ip_queue_xmit                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] schedule_hrtimeout_range_clock                    [k] schedule_hrtimeout_range                          -                 
     0.00%  wrk      [kernel.kallsyms]     [k] deactivate_task                                   [k] psi_task_change                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] hrtick_update                                     [k] dequeue_task_fair                                 -                 
     0.00%  wrk      [kernel.kallsyms]     [k] dequeue_task_fair                                 [k] deactivate_task                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                             [k] memcg_kmem_put_cache                              -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_route_input_rcu                                [k] ip_route_input_noref                              -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_send_check                                     [k] ip_vs_nat_xmit                                    -                 
     0.00%  wrk      [kernel.kallsyms]     [k] tcp_established_options                           [k] tcp_established_options                           -                 
     0.00%  wrk      [kernel.kallsyms]     [k] tcp_chrono_start                                  [k] tcp_chrono_start                                  -                 
     0.00%  wrk      [kernel.kallsyms]     [k] memcpy                                            [k] pskb_expand_head                                  -                 
     0.00%  wrk      [kernel.kallsyms]     [k] do_IRQ                                            [k] irq_enter                                         -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_vs_in                                          [k] ip_vs_remote_request4                             -                 
     0.00%  wrk      [kernel.kallsyms]     [k] irq_enter                                         [k] do_IRQ                                            -                 
     0.00%  wrk      [kernel.kallsyms]     [k] deactivate_task                                   [k] __x86_indirect_thunk_rax                          -                 
     0.00%  wrk      [kernel.kallsyms]     [k] psi_task_change                                   [k] deactivate_task                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __check_object_size                               [k] simple_copy_to_iter                               -                 
     0.00%  wrk      [kernel.kallsyms]     [k] skb_push                                          [k] __ip_queue_xmit                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __ip_queue_xmit                                   [k] skb_push                                          -                 
     0.00%  wrk      [kernel.kallsyms]     [k] tcp_options_write                                 [k] __tcp_transmit_skb                                -                 
     0.00%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                 [k] br_handle_frame                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] br_nf_forward_ip                                  [k] brnf_get_logical_dev                              -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_vs_remote_request4                             [k] nf_hook_slow                                      -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_route_input_noref                              [k] ip_rcv_finish_core.isra.0                         -                 
