# Overhead  Command  Source Shared Object  Source Symbol                                            Target Symbol                                            Basic Block Cycles
     0.01%  wrk      [kernel.kallsyms]     [k] br_dev_xmit                                          [k] br_fdb_find_rcu                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_timer_base                                      [k] _raw_spin_lock_irqsave                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_scan_ready_list.constprop.0                       [k] __pm_relax                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_poll                                              [k] ep_scan_ready_list.constprop.0                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_sk_perm                                           [k] _cond_resched                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] netdev_pick_tx                                       [k] netdev_core_pick_tx                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone_tx_timestamp                               [k] veth_xmit                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] iptunnel_xmit                                        [k] __ip_select_ident                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] retint_kernel                                        [k] native_iret                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ip_sabotage_in                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vxlan_get_route                                      [k] dst_cache_get_ip4                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __fdget_pos                                          [k] ksys_read                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone                                            [k] __skb_clone                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                       [k] ktime_get                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __lock_text_start                                    [k] mod_timer                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_spin_lock                                       [k] enqueue_to_backlog                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                       [k] nf_nat_ipv4_out                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_out                                      [k] nf_nat_ipv4_fn                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_timer_base                                      [k] lock_timer_base                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                                [k] should_failslab                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kfree                                                [k] kfree                                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_from_iter_full                                 [k] copyin                                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_protocol_deliver_rcu                              [k] ip_protocol_deliver_rcu                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                       [k] tcp_mtu_probe                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] mutex_unlock                                         [k] ep_scan_ready_list.constprop.0                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                               [k] lock_hrtimer_base                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rbx                             [k] br_forward_finish                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                       [k] ip_send_check                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] copyin                                               [k] copy_user_generic_string                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __pm_relax                                           [k] ep_scan_ready_list.constprop.0                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                       [k] tcp_small_queue_check.isra.0                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] iptunnel_handle_offloads                             [k] iptunnel_handle_offloads                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ip_vs_nat_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_conntrack_in                                    [k] nf_conntrack_in                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] setup_pre_routing                                    [k] br_nf_pre_routing                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] l4proto_manip_pkt                                    [k] nf_csum_update                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] select_task_rq_fair                                  [k] select_task_rq_fair                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_scan_ready_list.constprop.0                       [k] mutex_lock                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_copy_datagram_iter                               [k] __skb_datagram_iter                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_hook_slow                                         [k] ip_local_deliver                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] dequeue_task_fair                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                    [k] setup_pre_routing                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_handle_frame_finish                               [k] br_fdb_update                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_out                                            [k] ip_vs_reply4                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_vs_get_out_rt                                   [k] __x86_indirect_thunk_rax                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_to_iter                                        [k] copyout                                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_ext_add                                          [k] kmem_cache_alloc                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_ext_add                                          [k] br_nf_pre_routing                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dst_cache_get_ip4                                    [k] dst_cache_per_cpu_get.isra.0                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_recvmsg                                          [k] skb_copy_datagram_iter                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] account_entity_dequeue                               [k] dequeue_entity                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                       [k] update_cfs_group                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __usecs_to_jiffies                                   [k] tcp_schedule_loss_probe                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get_ts64                                       [k] select_estimate_accuracy                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc                                     [k] memset                                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] select_estimate_accuracy                             [k] set_normalized_timespec64                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __copy_skb_header                                    [k] __skb_clone                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg                                          [k] tcp_sendmsg_locked                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_schedule_loss_probe                              [k] __usecs_to_jiffies                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] fib_validate_source                                  [k] ip_route_input_slow                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_out                                      [k] nf_nat_ipv4_out                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_sk_perm                                           [k] aa_sk_perm                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_sock_nested                                     [k] tcp_sendmsg                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_checksum                                       [k] __skb_checksum                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                             [k] vxlan_xmit_one                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_finish_output                                     [k] __cgroup_bpf_run_filter_skb                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                   [k] tcp_options_write                                    -                 
     0.01%  wrk      wrk                   [k] round@plt                                            [k] __gammaf_r_finite@GLIBC_2.15                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] common_file_perm                                     [k] aa_file_perm                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] release_sock                                         [k] tcp_sendmsg                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_output                                            [k] ip_vs_nat_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_release_cb                                       [k] tcp_release_cb                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] bictcp_cwnd_event                                    [k] bictcp_cwnd_event                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] brnf_get_logical_dev                                 [k] setup_pre_routing                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                       [k] nf_nat_ipv4_pre_routing                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] veth_xmit                                            [k] skb_clone_tx_timestamp                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_put                                       [k] __ip_vs_conn_put_timer                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_curr                                          [k] update_min_vruntime                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                       [k] account_entity_dequeue                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                       [k] dequeue_entity                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] hrtimer_interrupt                                    [k] hrtimer_interrupt                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] simple_copy_to_iter                                  [k] _copy_to_iter                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] napi_schedule_prep                                   [k] napi_schedule_prep                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone_tx_timestamp                               [k] skb_clone_tx_timestamp                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_select_ident                                    [k] siphash_3u32                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg                                          [k] inet_sendmsg                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_small_queue_check.isra.0                         [k] tcp_write_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                       [k] __tcp_transmit_skb                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_release_cb                                       [k] release_sock                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] udp4_gro_receive                                     [k] udp4_gro_receive                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] inet_sendmsg                                         [k] sock_sendmsg                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] iptunnel_handle_offloads                             [k] vxlan_build_skb                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] pick_next_task_fair                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] tcp_release_cb                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] set_normalized_timespec64                            [k] select_estimate_accuracy                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_entail                                           [k] tcp_sendmsg_locked                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_mstamp_refresh                                   [k] ktime_get                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] schedule                                             [k] schedule                                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ip_local_deliver                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_forward_finish                                    [k] br_nf_hook_thresh                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                       [k] ip_vs_update_conntrack                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                   [k] sk_page_frag_refill                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_mtu_probe                                        [k] tcp_write_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] csum_partial                                         [k] __skb_checksum                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_sabotage_in                                       [k] nf_hook_slow                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __br_forward                                         [k] nf_hook_slow                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] rb_next                                              [k] rb_next                                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_handle_frame                                      [k] __netif_receive_skb_core                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_in_window                                        [k] nf_conntrack_tcp_packet                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                       [k] nf_hook_slow                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                       [k] ip_vs_in.part.0                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __check_object_size                                  [k] __check_heap_object                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_write                                          [k] new_sync_write                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __pm_relax                                           [k] __pm_relax                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] memset                                               [k] kmem_cache_alloc                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _cond_resched                                        [k] aa_sk_perm                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_hook_thresh                                    [k] br_nf_forward_finish                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_vs_conn_put_timer                               [k] mod_timer                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] put_prev_entity                                      [k] put_prev_task_fair                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] psi_task_change                                      [k] deactivate_task                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] perf_pmu_enable.part.0                               [k] perf_pmu_sched_task                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] prep_new_page                                        [k] clear_page_rep                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                   [k] skb_clone                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_post_routing                                   [k] br_nf_dev_queue_xmit                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath                     [k] native_queued_spin_lock_slowpath                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ctx_sched_out                                        [k] ctx_sched_out                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __kmalloc                                            [k] __kmalloc                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_free                                      [k] __skb_ext_put                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] aa_file_perm                                         [k] aa_file_perm                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_from_iter_full                                 [k] tcp_sendmsg_locked                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sock_sendmsg                                         [k] sock_write_iter                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_sock_nested                                     [k] tcp_recvmsg                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_free_head                                        [k] kfree                                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_release_all                                      [k] skb_release_data                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_hook_slow                                         [k] __br_forward                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                   [k] sk_stream_alloc_skb                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_wfree                                            [k] tcp_wfree                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] interrupt_entry                                      [k] interrupt_entry                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_forward_finish                                 [k] br_nf_forward_ip                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_conntrack_tcp_packet                              [k] _raw_spin_unlock_bh                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] deactivate_task                                      [k] __x86_indirect_thunk_rax                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] clear_buddies                                        [k] dequeue_entity                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] reweight_entity                                      [k] reweight_entity                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get                                            [k] tcp_mstamp_refresh                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_write                                          [k] __vfs_write                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sock_write_iter                                      [k] new_sync_write                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_checksum_help                                    [k] skb_checksum_help                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_rq_clock                                      [k] sched_clock_cpu                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_curr                                          [k] cpuacct_charge                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get_ts64                                       [k] ktime_get_ts64                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get_ts64                                       [k] ep_poll                                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ktime_get                                            [k] tcp_write_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_free                                      [k] __slab_free                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_write                                          [k] vfs_write                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_poll                                              [k] _raw_write_lock_irq                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_clone                                            [k] __tcp_transmit_skb                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                             [k] tcp_current_mss                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_local_deliver                                     [k] nf_hook_slow                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                   [k] tcp_rate_check_app_limited                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_current_mss                                      [k] tcp_established_options                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing_finish                             [k] br_nf_pre_routing_finish                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_fdb_update                                        [k] fdb_find_rcu                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_put                                       [k] ip_vs_conn_put                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                       [k] clear_buddies                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __check_object_size                                  [k] simple_copy_to_iter                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] new_sync_write                                       [k] __vfs_write                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sk_page_frag_refill                                  [k] skb_page_frag_refill                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __skb_clone                                          [k] skb_clone                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_forward                                           [k] ip_forward                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                   [k] __tcp_select_window                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_stream_memory_free                               [k] tcp_sendmsg_locked                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] do_softirq_own_stack                                 [k] __softirqentry_text_start                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ip_queue_xmit                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_ct_seq_offset                                     [k] tcp_in_window                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] deactivate_task                                      [k] __schedule                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _copy_from_iter_full                                 [k] iov_iter_advance                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_send_check                                        [k] ip_vs_nat_xmit                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_small_queue_check.isra.0                         [k] tcp_small_queue_check.isra.0                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                   [k] tcp_rate_skb_sent                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __schedule                                           [k] __perf_event_task_sched_out                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_task_fair                                    [k] deactivate_task                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] lock_timer_base                                      [k] mod_timer                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_item_poll.isra.0                                  [k] ep_modify                                            -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __sk_dst_check                                       [k] __ip_queue_xmit                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_free_head                                        [k] skb_free_head                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] skb_release_head_state                               [k] skb_release_all                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] validate_xmit_skb                                    [k] validate_xmit_skb_list                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ipv4_dst_check                                       [k] __sk_dst_check                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_list_rcv                                          [k] ip_list_rcv                                          -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __ip_queue_xmit                                      [k] __sk_dst_check                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_established_options                              [k] tcp_established_options                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_write_lock_irq                                  [k] ep_poll                                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] br_nf_forward_ip                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_sabotage_in                                       [k] ip_sabotage_in                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] nf_conntrack_udp_packet                              [k] nf_conntrack_in                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] select_estimate_accuracy                             [k] ep_poll                                              -                 
     0.01%  wrk      [kernel.kallsyms]     [k] security_file_permission                             [k] __fsnotify_parent                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                   [k] tcp_send_mss                                         -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __tcp_select_window                                  [k] __tcp_select_window                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                               [k] lock_timer_base                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_update_conntrack                               [k] ip_vs_update_conntrack                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_rq_clock                                      [k] __schedule                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] hrtick_update                                        [k] dequeue_task_fair                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] update_load_avg                                      [k] dequeue_entity                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] dequeue_task_fair                                    [k] hrtick_update                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ep_send_events_proc                                  [k] ep_scan_ready_list.constprop.0                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] sk_page_frag_refill                                  [k] tcp_sendmsg_locked                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] inet_proto_csum_replace4                             [k] nf_csum_update                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_route_input_rcu                                   [k] ip_route_input_noref                                 -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_rcv_finish                                        [k] __x86_indirect_thunk_rax                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_send_mss                                         [k] tcp_current_mss                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_queue_xmit                                        [k] __ip_queue_xmit                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] inet_lookup_ifaddr_rcu                               [k] fib_validate_source                                  -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_dev_queue_xmit                                 [k] __skb_ext_del                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] vxlan_build_skb                                      [k] vxlan_xmit_one                                       -                 
     0.01%  wrk      [kernel.kallsyms]     [k] mod_timer                                            [k] calc_wheel_index                                     -                 
     0.01%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                                [k] memset                                               -                 
     0.01%  wrk      [kernel.kallsyms]     [k] __vfs_read                                           [k] new_sync_read                                        -                 
     0.01%  wrk      [kernel.kallsyms]     [k] pskb_expand_head                                     [k] ksize                                                -                 
     0.01%  wrk      [kernel.kallsyms]     [k] eth_header                                           [k] eth_header                                           -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_established_options                              [k] tcp_current_mss                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] tcp_options_write                                    [k] __tcp_transmit_skb                                   -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_hook_thresh                                    [k] br_nf_pre_routing_finish                             -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                    [k] br_handle_frame                                      -                 
     0.01%  wrk      [kernel.kallsyms]     [k] br_handle_frame_finish                               [k] br_nf_hook_thresh                                    -                 
     0.01%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_out_get_proto                             [k] ip_vs_conn_out_get                                   -                 
     0.00%  wrk      wrk                   [k] socket_writeable                                     [k] aeCreateFileEvent                                    -                 
     0.00%  wrk      [kernel.kallsyms]     [k] pick_next_task_fair                                  [k] newidle_balance                                      -                 
     0.00%  wrk      [kernel.kallsyms]     [k] calc_wheel_index                                     [k] mod_timer                                            -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __perf_event_task_sched_in                           [k] finish_task_switch                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] new_sync_write                                       [k] iov_iter_init                                        -                 
     0.00%  wrk      [kernel.kallsyms]     [k] napi_complete_done                                   [k] napi_complete_done                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_rcv_finish_core.isra.0                            [k] ip_rcv_finish                                        -                 
     0.00%  wrk      [kernel.kallsyms]     [k] smp_apic_timer_interrupt                             [k] irq_exit                                             -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] tcp_v4_send_check                                    -                 
     0.00%  wrk      [kernel.kallsyms]     [k] br_forward                                           [k] br_handle_frame_finish                               -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_fill_param_proto                          [k] ip_vs_conn_out_get_proto                             -                 
     0.00%  wrk      [kernel.kallsyms]     [k] hrtimer_interrupt                                    [k] smp_apic_timer_interrupt                             -                 
     0.00%  wrk      [kernel.kallsyms]     [k] tick_program_event                                   [k] hrtimer_interrupt                                    -                 
     0.00%  wrk      [kernel.kallsyms]     [k] vfs_read                                             [k] __vfs_read                                           -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ksys_read                                            [k] fput                                                 -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ep_poll                                              [k] do_epoll_wait                                        -                 
     0.00%  wrk      [kernel.kallsyms]     [k] iov_iter_init                                        [k] new_sync_write                                       -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __skb_datagram_iter                                  [k] simple_copy_to_iter                                  -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                             [k] __ip_vs_get_out_rt                                   -                 
     0.00%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] sock_write_iter                                      -                 
     0.00%  wrk      [kernel.kallsyms]     [k] nf_bridge_update_protocol                            [k] br_nf_dev_queue_xmit                                 -                 
     0.00%  wrk      [kernel.kallsyms]     [k] setup_pre_routing                                    [k] brnf_get_logical_dev                                 -                 
     0.00%  wrk      [kernel.kallsyms]     [k] nf_csum_update                                       [k] inet_proto_csum_replace4                             -                 
     0.00%  wrk      [kernel.kallsyms]     [k] ip_vs_in.part.0                                      [k] ip_vs_conn_put                                       -                 
     0.00%  wrk      wrk                   [k] __errno_location@plt                                 [k] __errno_location                                     -                 
     0.00%  wrk      [kernel.kallsyms]     [k] dequeue_entity                                       [k] update_load_avg                                      -                 
